date,code,settlement_month,par_value,capital_stock,listed_stock,credit_rate,year_highest,year_lowest,market_cap,ROE,EPS,foreign_rate,sub_price,PER,PBR,EV,BPS,gross_profit,operation_income,net_income,250highest,250lowest,upper_limit,lower_limit,standard_price,250highest_date,250lowest_date,250lowest_rate,trading_rate,outstanding_stock,outstanding_rate,회사명,종목코드,업종,주요제품,상장일
20230923,001390,12,1000.0,711.0,68469.0,5.28,66100.0,7280.0,5347.0,48.0,4378.0,6.8,4910.0,1.78,0.68,2.36,11550.0,66074.0,5011.0,9528.0,66100.0,7280.0,10290.0,5550.0,7920.0,20230420,20230907,7.28,24.22,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20230925,001390,12,1000.0,711.0,68469.0,5.28,66100.0,7280.0,5347.0,48.0,4378.0,6.8,4910.0,1.78,0.68,2.36,11550.0,66074.0,5011.0,9528.0,66100.0,7280.0,10290.0,5550.0,7920.0,20230420,20230907,7.28,24.22,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20230926,001390,12,1000.0,711.0,68469.0,5.21,66100.0,7100.0,4875.0,48.0,4378.0,6.81,4590.0,1.63,0.62,2.29,11550.0,66074.0,5011.0,9528.0,66100.0,7100.0,9630.0,5190.0,7410.0,20230420,20230926,0.28,79.75,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20230927,001390,12,1000.0,711.0,68469.0,5.1,66100.0,6920.0,4896.0,48.0,4378.0,6.81,4410.0,1.63,0.62,2.3,11550.0,66074.0,5011.0,9528.0,66100.0,6920.0,9250.0,4990.0,7120.0,20230420,20230927,3.32,70.77,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20230928,001390,12,1000.0,711.0,68469.0,5.1,66100.0,6920.0,4896.0,48.0,4378.0,6.94,4410.0,1.63,0.62,2.3,11550.0,66074.0,5011.0,9528.0,66100.0,6920.0,9250.0,4990.0,7120.0,20230420,20230927,3.32,72.61,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20230929,001390,12,1000.0,711.0,68469.0,4.86,66100.0,6920.0,4896.0,48.0,4378.0,6.94,4410.0,1.63,0.62,2.3,11550.0,66074.0,5011.0,9528.0,66100.0,6920.0,9250.0,4990.0,7120.0,20230420,20230927,3.32,72.61,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231004,001390,12,1000.0,711.0,68469.0,4.86,66100.0,6690.0,4587.0,48.0,4378.0,6.94,4430.0,1.53,0.58,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,6690.0,9290.0,5010.0,7150.0,20230420,20231004,0.15,109.46,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231005,001390,12,1000.0,711.0,68469.0,4.72,66100.0,6530.0,4485.0,48.0,4378.0,6.92,4150.0,1.5,0.57,2.24,11550.0,66074.0,5011.0,9528.0,66100.0,6530.0,8710.0,4690.0,6700.0,20230420,20231005,0.31,81.06,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231006,001390,12,1000.0,711.0,68469.0,4.49,66100.0,6500.0,4663.0,48.0,4378.0,6.98,4060.0,1.56,0.59,2.26,11550.0,66074.0,5011.0,9528.0,66100.0,6500.0,8510.0,4590.0,6550.0,20230420,20231006,4.77,155.56,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231010,001390,12,1000.0,711.0,68469.0,4.39,66100.0,6500.0,4485.0,48.0,4378.0,6.88,4220.0,1.5,0.57,2.24,11550.0,66074.0,5011.0,9528.0,66100.0,6500.0,8850.0,4770.0,6810.0,20230420,20231006,0.77,64.45,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231011,001390,12,1000.0,711.0,68469.0,4.27,66100.0,6500.0,4649.0,48.0,4378.0,6.94,4060.0,1.55,0.59,2.26,11550.0,66074.0,5011.0,9528.0,66100.0,6500.0,8510.0,4590.0,6550.0,20230420,20231006,4.46,66.25,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231012,001390,12,1000.0,711.0,68469.0,4.37,66100.0,6500.0,4779.0,48.0,4378.0,7.2,4200.0,1.59,0.6,2.28,11550.0,66074.0,5011.0,9528.0,66100.0,6500.0,8820.0,4760.0,6790.0,20230420,20231006,7.38,105.5,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231013,001390,12,1000.0,711.0,68469.0,4.3,66100.0,6500.0,4738.0,48.0,4378.0,7.37,4320.0,1.58,0.6,2.27,11550.0,66074.0,5011.0,9528.0,66100.0,6500.0,9070.0,4890.0,6980.0,20230420,20231006,6.46,103.57,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231017,001390,12,1000.0,711.0,68469.0,4.28,66100.0,6500.0,4587.0,48.0,4378.0,7.33,4290.0,1.53,0.58,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,6500.0,8990.0,4850.0,6920.0,20230420,20231006,3.08,101.11,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231018,001390,12,1000.0,711.0,68469.0,4.28,66100.0,6500.0,4889.0,48.0,4378.0,7.47,4200.0,1.63,0.62,2.3,11550.0,66074.0,5011.0,9528.0,66100.0,6500.0,8820.0,4760.0,6790.0,20230420,20231006,9.85,319.56,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231019,001390,12,1000.0,711.0,68469.0,4.16,66100.0,6500.0,4594.0,48.0,4378.0,7.18,4420.0,1.53,0.58,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,6500.0,9280.0,5000.0,7140.0,20230420,20231006,3.23,28.91,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231022,001390,12,1000.0,711.0,68469.0,4.22,66100.0,6350.0,4355.0,48.0,4378.0,7.13,4160.0,1.45,0.55,2.22,11550.0,66074.0,5011.0,9528.0,66100.0,6350.0,8720.0,4700.0,6710.0,20230420,20231020,0.16,118.29,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231027,001390,12,1000.0,711.0,68469.0,3.79,66100.0,5890.0,4094.0,48.0,4378.0,7.59,3700.0,1.37,0.52,2.18,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,7770.0,4190.0,5980.0,20230420,20231027,1.53,107.36,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231030,001390,12,1000.0,711.0,68469.0,3.74,66100.0,5890.0,4170.0,48.0,4378.0,7.59,3700.0,1.39,0.53,2.19,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,7770.0,4190.0,5980.0,20230420,20231027,3.4,62.61,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231031,001390,12,1000.0,711.0,68469.0,3.71,66100.0,5890.0,4129.0,48.0,4378.0,7.68,3770.0,1.38,0.52,2.19,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,7910.0,4270.0,6090.0,20230420,20231027,2.38,164.28,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231101,001390,12,1000.0,711.0,68469.0,3.61,66100.0,5890.0,4142.0,48.0,4378.0,7.64,3730.0,1.38,0.52,2.19,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,7830.0,4230.0,6030.0,20230420,20231027,2.72,68.59,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231102,001390,12,1000.0,711.0,68469.0,3.56,66100.0,5890.0,4279.0,48.0,4378.0,7.74,3750.0,1.43,0.54,2.21,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,7860.0,4240.0,6050.0,20230420,20231027,6.11,133.08,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231103,001390,12,1000.0,711.0,68469.0,3.49,66100.0,5890.0,4389.0,48.0,4378.0,7.91,3870.0,1.46,0.55,2.22,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8120.0,4380.0,6250.0,20230420,20231027,8.83,94.97,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231106,001390,12,1000.0,711.0,68469.0,3.49,66100.0,5890.0,4656.0,48.0,4378.0,7.98,3970.0,1.55,0.59,2.26,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8330.0,4490.0,6410.0,20230420,20231027,15.45,232.11,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231107,001390,12,1000.0,711.0,68469.0,3.51,66100.0,5890.0,4539.0,48.0,4378.0,8.08,4210.0,1.51,0.57,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8840.0,4760.0,6800.0,20230420,20231027,12.56,59.68,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231108,001390,12,1000.0,711.0,68469.0,3.51,66100.0,5890.0,4396.0,48.0,4378.0,8.21,4110.0,1.47,0.56,2.22,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8610.0,4650.0,6630.0,20230420,20231027,9.0,65.43,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231109,001390,12,1000.0,711.0,68469.0,3.52,66100.0,5890.0,4361.0,48.0,4378.0,8.21,3980.0,1.46,0.55,2.22,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8340.0,4500.0,6420.0,20230420,20231027,8.15,64.46,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231110,001390,12,1000.0,711.0,68469.0,3.55,66100.0,5890.0,4279.0,48.0,4378.0,8.21,3940.0,1.43,0.54,2.21,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8280.0,4460.0,6370.0,20230420,20231027,6.11,111.0,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231113,001390,12,1000.0,711.0,68469.0,3.54,66100.0,5890.0,4218.0,48.0,4378.0,8.26,3870.0,1.41,0.53,2.2,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8120.0,4380.0,6250.0,20230420,20231027,4.58,75.9,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231114,001390,12,1000.0,711.0,68469.0,3.52,66100.0,5890.0,4382.0,48.0,4378.0,8.23,3810.0,1.46,0.55,2.22,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8000.0,4320.0,6160.0,20230420,20231027,8.66,133.62,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231115,001390,12,1000.0,711.0,68469.0,3.54,66100.0,5890.0,4464.0,48.0,4378.0,8.29,3960.0,1.49,0.56,2.23,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8320.0,4480.0,6400.0,20230420,20231027,10.7,104.74,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231116,001390,12,1000.0,711.0,68469.0,3.55,66100.0,5890.0,4601.0,48.0,4378.0,8.34,4040.0,1.54,0.58,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8470.0,4570.0,6520.0,20230420,20231027,14.09,196.27,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231117,001390,12,1000.0,711.0,68469.0,3.56,66100.0,5890.0,4498.0,48.0,4378.0,8.42,4160.0,1.5,0.57,2.24,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8730.0,4710.0,6720.0,20230420,20231027,11.54,37.08,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231120,001390,12,1000.0,711.0,68469.0,3.52,66100.0,5890.0,4553.0,48.0,4378.0,8.38,4070.0,1.52,0.58,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8540.0,4600.0,6570.0,20230420,20231027,12.9,102.43,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231121,001390,12,1000.0,711.0,68469.0,3.59,66100.0,5890.0,4560.0,48.0,4378.0,8.52,4120.0,1.52,0.58,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8640.0,4660.0,6650.0,20230420,20231027,13.07,110.86,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231122,001390,12,1000.0,711.0,68469.0,3.59,66100.0,5890.0,4560.0,48.0,4378.0,8.52,4120.0,1.52,0.58,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8640.0,4660.0,6650.0,20230420,20231027,13.07,110.86,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231123,001390,12,1000.0,711.0,68469.0,3.59,66100.0,5890.0,4539.0,48.0,4378.0,8.54,4100.0,1.51,0.57,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8600.0,4640.0,6620.0,20230420,20231027,12.56,166.39,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231126,001390,12,1000.0,711.0,68469.0,3.56,66100.0,5890.0,4587.0,48.0,4378.0,8.61,4110.0,1.53,0.58,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8610.0,4650.0,6630.0,20230420,20231027,13.75,73.16,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231127,001390,12,1000.0,711.0,68469.0,3.56,66100.0,5890.0,4567.0,48.0,4378.0,8.61,4150.0,1.52,0.58,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8710.0,4690.0,6700.0,20230420,20231027,13.24,128.51,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231128,001390,12,1000.0,711.0,68469.0,3.48,66100.0,5890.0,4546.0,48.0,4378.0,8.65,4130.0,1.52,0.57,2.25,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8670.0,4670.0,6670.0,20230420,20231027,12.73,113.12,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231129,001390,12,1000.0,711.0,68469.0,3.48,66100.0,5890.0,4656.0,48.0,4378.0,8.67,4110.0,1.55,0.59,2.26,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8630.0,4650.0,6640.0,20230420,20231027,15.45,100.99,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231130,001390,12,1000.0,711.0,68469.0,3.48,66100.0,5890.0,4711.0,48.0,4378.0,8.78,4210.0,1.57,0.6,2.27,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8840.0,4760.0,6800.0,20230420,20231027,16.81,137.26,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231201,001390,12,1000.0,711.0,68469.0,3.48,66100.0,5890.0,4711.0,48.0,4378.0,8.79,4210.0,1.57,0.6,2.27,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8840.0,4760.0,6800.0,20230420,20231027,16.81,138.38,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231204,001390,12,1000.0,711.0,68469.0,3.56,66100.0,5890.0,4978.0,48.0,4378.0,8.63,4140.0,1.66,0.63,2.31,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8690.0,4690.0,6690.0,20230420,20231027,23.43,2671.0,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231205,001390,12,1000.0,711.0,68469.0,3.54,66100.0,5890.0,5430.0,48.0,4378.0,7.67,4500.0,1.81,0.69,2.38,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,9450.0,5090.0,7270.0,20230420,20231027,34.63,152.51,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231206,001390,12,1000.0,711.0,68469.0,3.51,66100.0,5890.0,5341.0,48.0,4378.0,7.41,4910.0,1.78,0.68,2.36,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,10300.0,5560.0,7930.0,20230420,20231027,32.43,27.53,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231207,001390,12,1000.0,711.0,68469.0,3.51,66100.0,5890.0,5341.0,48.0,4378.0,7.41,4910.0,1.78,0.68,2.36,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,10300.0,5560.0,7930.0,20230420,20231027,32.43,27.53,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231208,001390,12,1000.0,711.0,68469.0,4.1,66100.0,5890.0,5087.0,48.0,4378.0,7.34,4560.0,1.7,0.64,2.33,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,9580.0,5160.0,7370.0,20230420,20231027,26.15,112.73,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231211,001390,12,1000.0,711.0,68469.0,4.22,66100.0,5890.0,4854.0,48.0,4378.0,7.34,4600.0,1.62,0.61,2.29,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,9650.0,5210.0,7430.0,20230420,20231027,20.37,35.2,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231212,001390,12,1000.0,711.0,68469.0,4.52,66100.0,5890.0,4909.0,48.0,4378.0,7.37,4390.0,1.64,0.62,2.3,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,9210.0,4970.0,7090.0,20230420,20231027,21.73,64.35,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231213,001390,12,1000.0,711.0,68469.0,4.6,66100.0,5890.0,4724.0,48.0,4378.0,7.43,4440.0,1.58,0.6,2.27,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,9320.0,5020.0,7170.0,20230420,20231027,17.15,93.43,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231214,001390,12,1000.0,711.0,68469.0,4.72,66100.0,5890.0,4656.0,48.0,4378.0,7.38,4270.0,1.55,0.59,2.26,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8970.0,4830.0,6900.0,20230420,20231027,15.45,87.94,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231215,001390,12,1000.0,711.0,68469.0,4.7,66100.0,5890.0,4731.0,48.0,4378.0,7.57,4210.0,1.58,0.6,2.27,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8840.0,4760.0,6800.0,20230420,20231027,17.32,65.86,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
20231218,001390,12,1000.0,711.0,68469.0,4.77,66100.0,5890.0,4704.0,48.0,4378.0,7.68,4280.0,1.57,0.59,2.27,11550.0,66074.0,5011.0,9528.0,66100.0,5890.0,8980.0,4840.0,6910.0,20230420,20231027,16.64,90.9,33599.0,49.1,NaN,NaN,NaN,NaN,NaN
